antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'High Hours', 'Anxiety_Present'})","frozenset({'Depression_Present', 'Improve'})",0.28940217391304346,0.47690217391304346,0.19157608695652173,0.6619718309859155,1.3880662894747402,1.0,0.05355956108223062,1.5474977355072466,0.39343395305317114,0.3333333333333333,0.35379550027437356,0.5318406163476586
"frozenset({'Improve', 'Depression_Absent'})",frozenset({'Anxiety_Absent'}),0.2703804347826087,0.24048913043478262,0.11684782608695653,0.4321608040201005,1.797007637055333,1.0,0.051824270439508505,1.33754569065025,0.6078775280412281,0.296551724137931,0.2523619888350518,0.4590182551173949
frozenset({'Anxiety_Absent'}),"frozenset({'Improve', 'Depression_Absent'})",0.24048913043478262,0.2703804347826087,0.11684782608695653,0.4858757062146893,1.7970076370553332,1.0,0.051824270439508505,1.4191501433349258,0.5839539043973873,0.296551724137931,0.2953529232290713,0.4590182551173949
"frozenset({'Depression_Present', 'Low-Medium'})",frozenset({'Anxiety_Present'}),0.3736413043478261,0.7595108695652174,0.33016304347826086,0.8836363636363636,1.1634281997072693,1.0,0.04637841150756139,2.0667034646739113,0.22426644528355766,0.41116751269035534,0.516137647663071,0.6591705968450154
frozenset({'Anxiety_Present'}),"frozenset({'Depression_Present', 'Low-Medium'})",0.7595108695652174,0.3736413043478261,0.33016304347826086,0.4347048300536672,1.1634281997072693,1.0,0.04637841150756139,1.1080206040176113,0.5841063913882489,0.41116751269035534,0.097489706983729,0.6591705968450154
"frozenset({'Depression_Present', 'High Hours'})",frozenset({'Anxiety_Present'}),0.24864130434782608,0.7595108695652174,0.23369565217391305,0.9398907103825137,1.2374947456914671,1.0,0.0448498788988658,4.000864624505931,0.2554249547920434,0.30175438596491233,0.7500540273532773,0.6237915090374107
frozenset({'Anxiety_Present'}),"frozenset({'Depression_Present', 'High Hours'})",0.7595108695652174,0.24864130434782608,0.23369565217391305,0.3076923076923077,1.2374947456914671,1.0,0.0448498788988658,1.085295893719807,0.7980225988700567,0.30175438596491233,0.07859229378216723,0.6237915090374107
"frozenset({'Depression_Present', 'High Hours'})","frozenset({'Improve', 'Anxiety_Present'})",0.24864130434782608,0.59375,0.19157608695652173,0.7704918032786885,1.2976704055220016,1.0,0.0439453125,1.7700892857142854,0.30529798776499556,0.29436325678496866,0.4350567465321563,0.5465731327606257
"frozenset({'Improve', 'Anxiety_Present'})","frozenset({'Depression_Present', 'High Hours'})",0.59375,0.24864130434782608,0.19157608695652173,0.3226544622425629,1.2976704055220016,1.0,0.0439453125,1.1092694256756757,0.5646481178396073,0.29436325678496866,0.09850575806605115,0.5465731327606257
frozenset({'Depression_Present'}),"frozenset({'Improve', 'High Hours', 'Anxiety_Present'})",0.6222826086956522,0.23777173913043478,0.19157608695652173,0.30786026200873357,1.2947723019338737,1.0,0.04361486885633267,1.1012635440954601,0.6027348334098676,0.2865853658536585,0.09195214409701943,0.5567872738615096
"frozenset({'Improve', 'High Hours', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.23777173913043478,0.6222826086956522,0.19157608695652173,0.8057142857142857,1.294772301933874,1.0,0.04361486885633267,1.9441336317135547,0.2986814325988292,0.2865853658536585,0.48563206577595064,0.5567872738615096
"frozenset({'Depression_Present', 'Improve', 'High Hours'})",frozenset({'Anxiety_Present'}),0.1983695652173913,0.7595108695652174,0.19157608695652173,0.9657534246575342,1.2715465483863062,1.0,0.04091224598298676,7.0222826086956465,0.2664022118043034,0.25,0.8575961612878259,0.6089947803073001
frozenset({'Anxiety_Present'}),"frozenset({'Depression_Present', 'Improve', 'High Hours'})",0.7595108695652174,0.1983695652173913,0.19157608695652173,0.2522361359570662,1.2715465483863062,1.0,0.04091224598298676,1.0720368733097565,0.8880073726810114,0.25,0.06719626451593341,0.6089947803073001
"frozenset({'Low-Medium', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.4701086956521739,0.6222826086956522,0.33016304347826086,0.7023121387283238,1.1286064063407124,1.0,0.03762257797731566,1.2688370620514986,0.21504695578769634,0.4331550802139037,0.2118767413814614,0.6164399121589217
frozenset({'Depression_Present'}),"frozenset({'Low-Medium', 'Anxiety_Present'})",0.6222826086956522,0.4701086956521739,0.33016304347826086,0.5305676855895196,1.1286064063407122,1.0,0.03762257797731566,1.1287917087967645,0.30168457826331513,0.4331550802139037,0.11409696562534985,0.6164399121589217
frozenset({'Anxiety_Present'}),"frozenset({'Depression_Present', 'Improve', 'Low-Medium'})",0.7595108695652174,0.27853260869565216,0.24864130434782608,0.32737030411449014,1.1753392381866574,1.0,0.03709276051512286,1.0726071056891768,0.6203266339415269,0.31497418244406195,0.06769217293458521,0.6100266154718792
"frozenset({'Depression_Present', 'Improve', 'Low-Medium'})",frozenset({'Anxiety_Present'}),0.27853260869565216,0.7595108695652174,0.24864130434782608,0.8926829268292683,1.1753392381866574,1.0,0.03709276051512286,2.240921442687747,0.2067755446471756,0.31497418244406195,0.5537549951770705,0.6100266154718792
frozenset({'Depression_Present'}),"frozenset({'Rock', 'Anxiety_Present'})",0.6222826086956522,0.1983695652173913,0.15353260869565216,0.2467248908296943,1.2437638332236645,1.0,0.030090678166351595,1.0641934467548833,0.5188769338511491,0.230142566191446,0.060321219746872885,0.5103487467847101
"frozenset({'Rock', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.1983695652173913,0.6222826086956522,0.15353260869565216,0.773972602739726,1.2437638332236645,1.0,0.030090678166351595,1.6711133069828719,0.2444877756112194,0.230142566191446,0.4015965309943825,0.5103487467847101
frozenset({'High Hours'}),"frozenset({'Depression_Present', 'Improve', 'Anxiety_Present'})",0.3695652173913043,0.44021739130434784,0.19157608695652173,0.5183823529411765,1.1775599128540306,1.0,0.028887051039697548,1.1622967142383007,0.23917828319882614,0.3098901098901099,0.13963449457452892,0.4767837690631809
"frozenset({'Depression_Present', 'Improve', 'Anxiety_Present'})",frozenset({'High Hours'}),0.44021739130434784,0.3695652173913043,0.19157608695652173,0.4351851851851852,1.1775599128540306,1.0,0.028887051039697548,1.1161796151104775,0.26936583350547416,0.3098901098901099,0.10408684546615583,0.4767837690631809
"frozenset({'Improve', 'Low-Medium', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.35597826086956524,0.6222826086956522,0.24864130434782608,0.698473282442748,1.1224374145804858,1.0,0.027122223534971596,1.2526829939460644,0.1693758502224986,0.34078212290502785,0.20171343840957728,0.5490183006100202
frozenset({'Depression_Present'}),"frozenset({'Improve', 'Low-Medium', 'Anxiety_Present'})",0.6222826086956522,0.35597826086956524,0.24864130434782608,0.39956331877729256,1.1224374145804858,1.0,0.027122223534971596,1.072588932806324,0.28879191728584297,0.34078212290502785,0.06767637683562723,0.5490183006100202
"frozenset({'Improve', 'Anxiety_Present'})","frozenset({'Depression_Present', 'Low-Medium'})",0.59375,0.3736413043478261,0.24864130434782608,0.41876430205949655,1.1207655502392344,1.0,0.026791779891304324,1.077632874015748,0.2652374947456912,0.3459357277882797,0.07204018723598579,0.542109423757021
"frozenset({'Depression_Present', 'Low-Medium'})","frozenset({'Improve', 'Anxiety_Present'})",0.3736413043478261,0.59375,0.24864130434782608,0.6654545454545454,1.1207655502392344,1.0,0.026791779891304324,1.2143342391304346,0.17203039247063273,0.3459357277882797,0.1765034965034964,0.542109423757021
frozenset({'Anxiety_Present'}),"frozenset({'Rock', 'Depression_Present'})",0.7595108695652174,0.1671195652173913,0.15353260869565216,0.20214669051878353,1.2095932050554852,1.0,0.026603482396030248,1.0439017108598168,0.7205139743012852,0.1985940246045694,0.04205540656088856,0.5604229387553268
"frozenset({'Rock', 'Depression_Present'})",frozenset({'Anxiety_Present'}),0.1671195652173913,0.7595108695652174,0.15353260869565216,0.9186991869918699,1.2095932050554852,1.0,0.026603482396030248,2.958016304347826,0.20804400236758147,0.1985940246045694,0.6619356024068715,0.5604229387553268
frozenset({'Improve'}),frozenset({'Anxiety_Present'}),0.7472826086956522,0.7595108695652174,0.59375,0.7945454545454546,1.0461278256627093,1.0,0.02618073605860105,1.1705223162754905,0.17447897443468366,0.650297619047619,0.14568053415511042,0.7881492925678972
frozenset({'Anxiety_Present'}),frozenset({'Improve'}),0.7595108695652174,0.7472826086956522,0.59375,0.7817531305903399,1.0461278256627093,1.0,0.02618073605860105,1.1579428011404134,0.18335078669407434,0.650297619047619,0.13639948448650616,0.7881492925678972
"frozenset({'Improve', 'High Hours'})","frozenset({'Depression_Present', 'Anxiety_Present'})",0.29347826086956524,0.563858695652174,0.19157608695652173,0.6527777777777777,1.157697456492637,1.0,0.02609581758034024,1.2560869565217387,0.19279869067103095,0.2877551020408163,0.20387677397023163,0.49626840696117797
"frozenset({'Depression_Present', 'Anxiety_Present'})","frozenset({'Improve', 'High Hours'})",0.563858695652174,0.29347826086956524,0.19157608695652173,0.33975903614457825,1.157697456492637,1.0,0.02609581758034024,1.0700967946683593,0.3123218665075891,0.2877551020408163,0.06550509731232611,0.49626840696117797
frozenset({'High Hours'}),"frozenset({'Depression_Present', 'Anxiety_Present'})",0.3695652173913043,0.563858695652174,0.23369565217391305,0.6323529411764707,1.1214741318214034,1.0,0.025313090737240085,1.186304347826087,0.17181234963913397,0.3339805825242719,0.15704599596848098,0.523405386250886
"frozenset({'Depression_Present', 'Anxiety_Present'})",frozenset({'High Hours'}),0.563858695652174,0.3695652173913043,0.23369565217391305,0.4144578313253012,1.1214741318214032,1.0,0.025313090737240085,1.0766684558955089,0.24835180757806286,0.3339805825242719,0.07120897382633982,0.523405386250886
"frozenset({'Rock', 'Improve', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.1453804347826087,0.6222826086956522,0.11548913043478261,0.794392523364486,1.2765783781577764,1.0,0.02502141422495273,1.8370800395256912,0.25351164313102015,0.1770833333333333,0.455657903583675,0.48999102150757046
frozenset({'Depression_Present'}),"frozenset({'Rock', 'Improve', 'Anxiety_Present'})",0.6222826086956522,0.1453804347826087,0.11548913043478261,0.185589519650655,1.2765783781577764,1.0,0.02502141422495273,1.0493720130551345,0.5735928903935673,0.1770833333333333,0.04704910407453431,0.48999102150757046
"frozenset({'Rock', 'Improve', 'Depression_Present'})",frozenset({'Anxiety_Present'}),0.11956521739130435,0.7595108695652174,0.11548913043478261,0.9659090909090908,1.2717515043096437,1.0,0.02467804820415878,7.054347826086939,0.24270152505446613,0.15124555160142347,0.8582434514637901,0.5589831679947959
frozenset({'Anxiety_Present'}),"frozenset({'Rock', 'Improve', 'Depression_Present'})",0.7595108695652174,0.11956521739130435,0.11548913043478261,0.1520572450805009,1.2717515043096437,1.0,0.02467804820415878,1.0383186571271326,0.888534396809571,0.15124555160142347,0.03690452527661829,0.5589831679947959
"frozenset({'Depression_Present', 'Improve'})","frozenset({'Low-Medium', 'Anxiety_Present'})",0.47690217391304346,0.4701086956521739,0.24864130434782608,0.5213675213675214,1.1090361148164618,1.0,0.024445445415879036,1.1070943322981368,0.18794975516287007,0.3560311284046693,0.09673460442691222,0.5251346277357838
"frozenset({'Low-Medium', 'Anxiety_Present'})","frozenset({'Depression_Present', 'Improve'})",0.4701086956521739,0.47690217391304346,0.24864130434782608,0.5289017341040463,1.1090361148164618,1.0,0.024445445415879036,1.110379434515871,0.18554014291719223,0.3560311284046693,0.09940695143007293,0.5251346277357838
"frozenset({'Depression_Present', 'Improve'})",frozenset({'High Hours'}),0.47690217391304346,0.3695652173913043,0.1983695652173913,0.41595441595441596,1.125523713759008,1.0,0.02212310964083178,1.0794273594909862,0.21320049813200517,0.3060796645702306,0.073582866686315,0.47635956091838444
frozenset({'High Hours'}),"frozenset({'Depression_Present', 'Improve'})",0.3695652173913043,0.47690217391304346,0.1983695652173913,0.5367647058823529,1.125523713759008,1.0,0.02212310964083178,1.1292270531400965,0.17690127538970257,0.3060796645702306,0.11443850267379678,0.47635956091838444
"frozenset({'High Hours', 'Anxiety_Present'})",frozenset({'Improve'}),0.28940217391304346,0.7472826086956522,0.23777173913043478,0.8215962441314555,1.099445155783184,1.0,0.02150652764650285,1.416547482837529,0.12728762633160345,0.29761904761904756,0.2940582563481248,0.5698890311566368
frozenset({'Improve'}),"frozenset({'High Hours', 'Anxiety_Present'})",0.7472826086956522,0.28940217391304346,0.23777173913043478,0.3181818181818182,1.099445155783184,1.0,0.02150652764650285,1.0422101449275363,0.3579109062980034,0.29761904761904756,0.04050060837823746,0.5698890311566368
"frozenset({'Rock', 'Anxiety_Present'})","frozenset({'Depression_Present', 'Improve'})",0.1983695652173913,0.47690217391304346,0.11548913043478261,0.5821917808219178,1.220778207079577,1.0,0.020886253544423444,1.252004632929437,0.2256031904287139,0.20631067961165048,0.20128091086995198,0.41217851149358
"frozenset({'Depression_Present', 'Improve'})","frozenset({'Rock', 'Anxiety_Present'})",0.47690217391304346,0.1983695652173913,0.11548913043478261,0.24216524216524218,1.2207782070795772,1.0,0.020886253544423444,1.0577905361229158,0.345729564553094,0.20631067961165048,0.05463325124342077,0.41217851149358
